movie_title,genres,budget,gross,imdb_score,plot_keywords,sentiment,sentiment_label
Bill & Ted's Bogus Journey ,"['Adventure', 'Comedy', 'Fantasy', 'Music', 'Sci-Fi']",20000000.0,38037513.0,6.2,battle of the bands|bill and ted|heaven|hell|robot,0.0,Neutral
Man of the Year ,"['Comedy', 'Drama', 'Romance', 'Thriller']",20000000.0,37442180.0,6.2,campaign|election|president|presidential election|satire,0.0,Neutral
The American ,"['Crime', 'Drama', 'Thriller']",20000000.0,35596227.0,6.3,ambush|assassin|priest|prostitute|sweden,0.0,Neutral
Selena ,"['Biography', 'Drama', 'Music']",20000000.0,35422828.0,6.7,latin music|marriage|on tour|singer|tejano,0.0,Neutral
Vampires Suck ,['Comedy'],20000000.0,36658108.0,3.5,cat|friend|love|sheriff|teenager,0.0,Neutral
Babel ,['Drama'],25000000.0,34300771.0,7.5,american|destiny|mexican border|multiple perspectives|muslim,0.0,Neutral
This Is Where I Leave You ,"['Comedy', 'Drama']",19800000.0,34290142.0,6.6,brother sister relationship|childhood home|man child|sibling|vomiting,0.0,Neutral
Doubt ,"['Drama', 'Mystery']",20000000.0,33422556.0,7.5,boy|catholic|nun|priest|student,0.0,Neutral
Team America: World Police ,"['Action', 'Comedy']",30000000.0,32774834.0,7.2,actor|arab stereotype|broadway|terrorist|vomiting,0.0,Neutral
Texas Chainsaw 3D ,"['Horror', 'Thriller']",11000000.0,34334256.0,4.8,chainsaw|halloween|mansion|massacre|texas,0.0,Neutral
Copycat ,"['Crime', 'Drama', 'Mystery', 'Thriller']",20000000.0,32051917.0,6.6,agoraphobia|copycat murder|detective|psychologist|serial killer,0.0,Neutral
Scary Movie 5 ,['Comedy'],20000000.0,32014289.0,3.5,2010s|ape|ballet|psychic|supernatural,0.0,Neutral
Milk ,"['Biography', 'Drama', 'History']",20000000.0,31838002.0,7.6,california|gay|gay activist|gay pickup|gay rights,0.0,Neutral
Risen ,"['Action', 'Adventure', 'Drama', 'Mystery']",20000000.0,36874745.0,6.3,biblical|crucifixion|judea|resurrection|roman soldier,0.0,Neutral
Ghost Ship ,['Horror'],35000000.0,30079316.0,5.5,decapitation|ghost ship|passenger|severed head|torso cut in half,-0.17,Negative
A Very Harold & Kumar 3D Christmas ,"['Adventure', 'Comedy']",19000000.0,35033759.0,6.3,christmas|christmas tree|fire|new york city|stoner,0.0,Neutral
Wild Things ,"['Crime', 'Drama', 'Mystery', 'Thriller']",20000000.0,29753944.0,6.5,erotic thriller|forbidden sex|lesbian sex|sex with a student|taboo sex,0.7,Positive
The Debt ,"['Drama', 'Thriller']",20000000.0,31146570.0,6.9,east berlin|kiev ukraine|mossad|nazi|nazi war criminal,-0.4,Negative
High Fidelity ,"['Comedy', 'Drama', 'Music', 'Romance']",20000000.0,27277055.0,7.6,employer employee relationship|record store|store|thirty something|vinyl,0.0,Neutral
One Missed Call ,"['Horror', 'Mystery']",27000000.0,26876529.0,3.9,death|lifting someone into the air|telephone|telephone call|voice mail,0.0,Neutral
Eye for an Eye ,"['Crime', 'Drama', 'Thriller']",20000000.0,53146000.0,6.1,justice|rape|self defense|support group|vigilante,0.0,Neutral
The Bank Job ,"['Crime', 'Drama', 'Romance', 'Thriller']",20000000.0,30028592.0,7.3,chase|heist|london england|mobster|safe deposit,0.0,Neutral
Eternal Sunshine of the Spotless Mind ,"['Drama', 'Fantasy', 'Romance', 'Sci-Fi']",20000000.0,34126138.0,8.3,borderline personality disorder|loneliness|memory|playing against type|retrograde narrative,0.0,Neutral
You Again ,"['Comedy', 'Family', 'Romance']",20000000.0,25677801.0,5.8,dancing|dog|flight|hostility|travel,0.0,Neutral
Street Kings ,"['Action', 'Crime', 'Drama', 'Thriller']",20000000.0,26415649.0,6.8,captain|lapd|murder|undercover cop|violence,0.0,Neutral
The World's End ,"['Action', 'Comedy', 'Sci-Fi']",20000000.0,26003149.0,7.0,alcoholic|doppelganger|group therapy|self mutilation|twin actresses for twin sisters,0.0,Neutral
Nancy Drew ,"['Comedy', 'Crime', 'Family', 'Mystery', 'Romance', 'Thriller']",20000000.0,25584685.0,5.9,chase|clue|detective|movie star|murder,0.0,Neutral
Daybreakers ,"['Action', 'Horror', 'Sci-Fi', 'Thriller']",20000000.0,29975979.0,6.5,blood|rationing|vampire|vampire society|year 2019,0.0,Neutral
She's Out of My League ,"['Comedy', 'Romance']",20000000.0,31584722.0,6.4,airport|airport security|confidence|iphone|love,0.0,Neutral
Monte Carlo ,"['Adventure', 'Comedy', 'Family', 'Romance']",20000000.0,23179303.0,5.8,cell phone|hotel|misunderstanding|monte carlo|young woman,0.0,Neutral
Stay Alive ,"['Horror', 'Thriller']",9000000.0,23078294.0,5.1,countess|game reality crossover|ghost|group of friends|tower,0.0,Neutral
Quigley Down Under ,"['Action', 'Adventure', 'Drama', 'Romance', 'Western']",20000000.0,21413105.0,6.8,aborigine|australian|australian aborigine|australian outback|rancher,0.0,Neutral
Alpha and Omega ,"['Adventure', 'Animation', 'Comedy', 'Family', 'Romance']",20000000.0,25077977.0,5.3,arranged marriage|geese|idaho|national park|park,0.0,Neutral
The Covenant ,"['Action', 'Fantasy', 'Horror', 'Thriller']",20000000.0,23292105.0,5.3,family secret|friendship between men|magic|supernatural power|teenager,0.0,Neutral
Shorts ,"['Comedy', 'Family', 'Fantasy']",40000000.0,20916309.0,4.9,boy|family relationships|rock|twin|two headed person,0.0,Neutral
To Die For ,"['Comedy', 'Crime', 'Drama']",20000000.0,21200000.0,6.8,career|fame|murder|new hampshire|television,0.0,Neutral
Nerve ,"['Adventure', 'Crime', 'Mystery', 'Sci-Fi', 'Thriller']",20000000.0,28876924.0,7.1,dare|game|knocked out|motorcycle|online game,-0.4,Negative
Vampires ,"['Action', 'Horror', 'Thriller']",20000000.0,20241395.0,6.1,cross|relic|team|vampire|vampire hunter,0.0,Neutral
Psycho ,"['Horror', 'Mystery', 'Thriller']",806947.0,32000000.0,8.5,money|motel|rain|shower|theft,0.0,Neutral
My Best Friend's Girl ,"['Comedy', 'Romance']",40000000.0,19151864.0,5.9,breasts|female rear nudity|jesus crust pizza parlor|thong panties|wedding,0.0,Neutral
Endless Love ,"['Drama', 'Romance']",20000000.0,23393765.0,6.3,brother sister relationship|high school graduation|love|sparkler|unfaithful husband,0.0,Neutral
Georgia Rule ,"['Comedy', 'Drama']",20000000.0,18882880.0,5.9,alcoholic|rules|secret|summer|teenager,0.0,Neutral
Under the Rainbow ,['Comedy'],20000000.0,8500000.0,5.4,assassin|hotel|japanese tourist|secret service|wizard of oz,0.0,Neutral
Simon Birch ,"['Comedy', 'Drama', 'Family']",30000000.0,18252684.0,6.9,boy|christmas|christmas pageant|friendship|illegitimate son,0.0,Neutral
Reign Over Me ,['Drama'],20000000.0,19661987.0,7.5,college|depression|grief|mental breakdown|post september 11 2001,0.0,Neutral
Into the Wild ,"['Adventure', 'Biography', 'Drama']",15000000.0,18352454.0,8.2,alaska|based on true story|male nudity|self discovery|wilderness,0.35,Positive
School for Scoundrels ,['Comedy'],20000000.0,17803796.0,5.9,paintball|paintball gun|pepper spray|tennis|what happened to epilogue,0.0,Neutral
Silent Hill: Revelation 3D ,"['Adventure', 'Drama', 'Horror', 'Mystery', 'Thriller']",20000000.0,17529157.0,5.0,18th birthday|alternate reality|introduction|nightmare|on the run,0.0,Neutral
From Dusk Till Dawn ,"['Crime', 'Fantasy', 'Horror']",19000000.0,25753840.0,7.3,brother|human versus vampire|rapist|stripper|vampire,0.0,Neutral
Pooh's Heffalump Movie ,"['Animation', 'Family', 'Fantasy', 'Mystery']",20000000.0,18081626.0,6.4,creature|forest|mother son relationship|rabbit|winnie the pooh,0.0,Neutral
Home for the Holidays ,"['Comedy', 'Drama', 'Romance']",20000000.0,17518220.0,6.6,dinner|gay interest|gay sibling|homosexual|thanksgiving,0.0,Neutral
Kung Fu Hustle ,"['Action', 'Comedy', 'Crime', 'Fantasy']",20000000.0,17104669.0,7.8,1940s|axe|china|gang|sign language,0.0,Neutral
The Country Bears ,"['Comedy', 'Family', 'Music', 'Musical']",35000000.0,16988996.0,4.0,animal in title|bear|box office flop|disney|satire,0.0,Neutral
The Kite Runner ,['Drama'],20000000.0,15797907.0,7.6,afghanistan|based on novel|boy|friend|kite,0.0,Neutral
21 Grams ,['Drama'],20000000.0,16248701.0,7.7,accident|faith|love|mathematician|nonlinear timeline,0.0,Neutral
Paparazzi ,"['Action', 'Crime', 'Drama', 'Thriller']",20000000.0,15712072.0,5.8,actor|coma|movie star|paparazzi|revenge,0.0,Neutral
Twilight ,"['Drama', 'Fantasy', 'Romance']",37000000.0,191449475.0,5.2,blood|high school|love|school|vampire,0.0,Neutral
A Guy Thing ,"['Comedy', 'Romance']",20000000.0,15408822.0,5.6,bachelor party|climbing a tree|taxi|toilet|wedding,0.0,Neutral
Loser ,"['Comedy', 'Romance']",20000000.0,15464026.0,5.3,college|loser|love|new york city|overdose,0.0,Neutral
The Greatest Story Ever Told ,"['Biography', 'Drama', 'History']",20000000.0,8000000.0,6.6,70mm film|biblical epic|faith|jewish|king herod,0.0,Neutral
Disaster Movie ,['Comedy'],25000000.0,14174654.0,1.9,disaster|glass|mousetrap|natural disaster|scatological humor,0.0,Neutral
Armored ,"['Action', 'Crime', 'Thriller']",27000000.0,15988876.0,5.7,armored truck|blood splatter|die hard scenario|guard|heist,-0.29,Negative
The Man Who Knew Too Little ,"['Action', 'Comedy', 'Crime', 'Thriller']",20000000.0,13801755.0,6.6,assassin|bomb|dominatrix|mistaken identity|spy,0.0,Neutral
What's Your Number? ,"['Comedy', 'Romance']",20000000.0,13987482.0,6.0,ex boyfriend|morning after|prince charming|quarrel|womanizer,0.0,Neutral
Lockout ,"['Action', 'Adventure', 'Sci-Fi', 'Thriller']",20000000.0,14291570.0,6.1,bodyguard|maximum security prison|outer space|president|prison,0.0,Neutral
Envy ,['Comedy'],40000000.0,12181484.0,4.8,best friend|dog|envy|jealousy|neighbor,1.0,Positive
Crank: High Voltage ,"['Action', 'Crime', 'Sci-Fi', 'Thriller']",20000000.0,13630226.0,6.2,artificial heart|heart|horse penis|prostitute|stripper,-0.6,Negative
Bullets Over Broadway ,"['Comedy', 'Crime']",20000000.0,13383737.0,7.5,actress|bodyguard|new york city|play|playwright,0.0,Neutral
One Night with the King ,"['Biography', 'Drama', 'History']",20000000.0,13391174.0,6.3,biblical|book of esther|esther|persia|treachery,0.0,Neutral
The Quiet American ,"['Drama', 'Mystery', 'Romance', 'Thriller', 'War']",30000000.0,12987647.0,7.1,american|french|saigon|vietnam|vietnamese,0.0,Neutral
The Weather Man ,"['Comedy', 'Drama']",22000000.0,12469811.0,6.6,corndog|failure|funeral in the rain|new york city|weatherman,0.0,Neutral
Undisputed ,"['Action', 'Crime', 'Drama', 'Sport']",20000000.0,12398628.0,6.1,boxing|fight|heavyweight champion|iceman|prison,0.0,Neutral
Ghost Town ,"['Comedy', 'Drama', 'Fantasy', 'Romance']",20000000.0,13214030.0,6.7,bouquet of roses|bright light|cardiopulmonary resuscitation|ghost|white rose,0.6,Positive
12 Rounds ,"['Action', 'Crime', 'Thriller']",22000000.0,12232937.0,5.6,2000s|detective|sadist|terrorism|terrorist,0.0,Neutral
Let Me In ,"['Drama', 'Fantasy', 'Horror', 'Mystery']",20000000.0,12134420.0,7.2,blood|boy|night|school|vampire,0.0,Neutral
3 Ninjas Kick Back ,"['Action', 'Comedy', 'Family']",20000000.0,11784000.0,4.3,1990s|dagger|japan|mousetrap|stick fight,0.0,Neutral
Be Kind Rewind ,['Comedy'],20000000.0,11169531.0,6.4,friend|power plant|sabotage|store clerk|video store,0.0,Neutral
Mrs Henderson Presents ,"['Comedy', 'Drama', 'Music', 'War']",20000000.0,11034436.0,7.1,anti semitism|breasts|chamberlain|friend|theatre,0.0,Neutral
Triple 9 ,"['Action', 'Crime', 'Drama', 'Thriller']",20000000.0,12626905.0,6.3,betrayal|corrupt cop|heist|murder of a police officer|police detective,0.0,Neutral
Deconstructing Harry ,['Comedy'],20000000.0,10569071.0,7.4,marriage|novelist|panties pulled down|writer's block|writing,0.0,Neutral
Three to Tango ,"['Comedy', 'Romance']",20000000.0,10544143.0,6.1,architect|award|farce|love|misunderstanding,0.0,Neutral
Burnt ,"['Comedy', 'Drama']",20000000.0,13650738.0,6.6,chef|gay kiss|michelin star|restaurant|violent behavior,0.0,Neutral
We're No Angels ,"['Comedy', 'Crime']",20000000.0,10555348.0,6.0,con|convict|escape|police|priest,0.0,Neutral
Everyone Says I Love You ,"['Comedy', 'Musical', 'Romance']",20000000.0,9714482.0,6.8,engagement|grandfather|liberal|maid|song,0.0,Neutral
Death at a Funeral ,['Comedy'],9000000.0,8579684.0,7.4,end credits roll call|four word title|funeral|secret|uncle,0.0,Neutral
Death Sentence ,"['Action', 'Crime', 'Thriller']",20000000.0,9525276.0,6.8,blood|death|gang|murder|revenge,0.0,Neutral
Everybody's Fine ,"['Adventure', 'Drama']",21000000.0,8855646.0,7.2,bus trip|parental love|retirement|surprise visit|train ride,0.0,Neutral
Superbabies: Baby Geniuses 2 ,"['Comedy', 'Family', 'Sci-Fi']",20000000.0,9109322.0,1.9,computer|good versus evil|mind control|science experiment|sequel,0.0,Neutral
The Man ,"['Action', 'Comedy', 'Crime']",33000000.0,8326035.0,5.5,buddy comedy|criminal|gun smuggling|mistaken identity|salesman,0.0,Neutral
Code Name: The Cleaner ,"['Action', 'Comedy', 'Crime']",20000000.0,8104069.0,4.5,comic violence|hand to hand combat|kung fu|talking to self in mirror|violence,0.25,Positive
Connie and Carla ,"['Comedy', 'Crime', 'Music']",20000000.0,8054280.0,6.3,box office flop|drag queen|gender disguise|mafia|witness,0.0,Neutral
Inherent Vice ,"['Comedy', 'Crime', 'Drama', 'Mystery', 'Romance']",20000000.0,8093318.0,6.7,1960s|based on novel|ex boyfriend ex girlfriend relationship|southern california|voice over narration,0.0,Neutral
Doogal ,"['Adventure', 'Animation', 'Comedy', 'Family', 'Fantasy']",20000000.0,7382993.0,2.8,diamond|lava|magic|mountain|sorcerer,0.0,Neutral
Battle of the Year ,"['Drama', 'Music']",20000000.0,8888355.0,5.0,3 dimensional|box office flop|critically bashed|dancing,0.0,Neutral
An American Carol ,"['Comedy', 'Fantasy']",12000000.0,7001720.0,4.3,arab stereotype|box office flop|documentary filmmaker|filmmaker|terrorist,0.0,Neutral
Machete Kills ,"['Action', 'Comedy', 'Crime', 'Thriller']",20000000.0,7268659.0,5.6,arms dealer|battle|bomb|machete|missile,0.0,Neutral
Willard ,"['Drama', 'Horror', 'Sci-Fi', 'Thriller']",22000000.0,6852144.0,6.2,at work|rat|revenge|vermin|work,0.0,Neutral
Strange Wilderness ,"['Adventure', 'Comedy']",20000000.0,6563357.0,5.3,bigfoot|critically bashed|ecuador|friend|tv show,0.0,Neutral
Topsy-Turvy ,"['Biography', 'Comedy', 'Drama', 'History', 'Music', 'Musical']",10000000.0,6201757.0,7.4,19th century|exhibition|gilbert and sullivan|gilbert and sullivan's princess ida|japanese,0.0,Neutral
Little Boy ,"['Drama', 'War']",20000000.0,6420319.0,7.4,Unknown,-0.1,Negative
A Dangerous Method ,"['Biography', 'Drama', 'Thriller']",15000000.0,5702083.0,6.5,carl jung|patient|psychoanalysis|russian|sigmund freud,0.0,Neutral
A Scanner Darkly ,"['Animation', 'Drama', 'Mystery', 'Sci-Fi', 'Thriller']",8700000.0,5480996.0,7.1,detective|drugs|substance d|undercover|undercover cop,0.0,Neutral
Chasing Mavericks ,"['Biography', 'Drama', 'Sport']",20000000.0,6002756.0,7.2,box office flop|no opening credits|surfing|two word title|year 1987,0.0,Neutral
Alone in the Dark ,"['Horror', 'Sci-Fi']",20000000.0,5132655.0,2.3,artifact|creature|darkness|demon|museum,0.0,Neutral
Bandslam ,"['Comedy', 'Drama', 'Family', 'Music', 'Romance']",20000000.0,5205343.0,6.4,battle of the bands|high school|rock 'n' roll|school|teenager,0.0,Neutral
Birth ,"['Drama', 'Mystery', 'Romance', 'Thriller']",20000000.0,5005883.0,6.1,birthday|boy|dead husband|death|widow,0.0,Neutral
A Most Violent Year ,"['Action', 'Crime', 'Drama', 'Thriller']",20000000.0,5749134.0,7.0,american dream|immigrant|new york city|oil|violence,0.0,Neutral
Flash of Genius ,"['Biography', 'Drama']",20000000.0,4234040.0,7.0,flash of genius|genius|intellectual property|professor|university,0.0,Neutral
I'm Not There. ,"['Biography', 'Drama', 'Music']",20000000.0,4001121.0,7.0,1960s|actor|horseback riding|reporter|riding the rails,0.0,Neutral
The Cold Light of Day ,"['Action', 'Thriller']",20000000.0,3749061.0,4.9,driving a car down stairs|duct tape gag|held captive|murder of a police officer|sailing,-0.16,Negative
The Brothers Bloom ,"['Adventure', 'Comedy', 'Drama', 'Romance']",20000000.0,3519627.0,6.9,con man|eccentric|heiress|love|revenge,0.0,Neutral
"Synecdoche, New York ","['Comedy', 'Drama', 'Romance']",21000000.0,3081925.0,7.5,actress|director|play|theatre director|warehouse,0.0,Neutral
Princess Mononoke ,"['Adventure', 'Animation', 'Fantasy']",2400000000.0,2298191.0,8.4,anime|cult film|forest|princess|studio ghibli,0.0,Neutral
Bon voyage ,"['Comedy', 'Drama', 'Mystery', 'Romance', 'Thriller', 'War']",20000000.0,2353728.0,6.9,actress|bordeaux|german|heavy water|nazi,0.0,Neutral
Can't Stop the Music ,"['Biography', 'Comedy', 'Musical']",20000000.0,2000000.0,4.5,male frontal nudity|male full frontal nudity|male nudity|male rear nudity|new york city,0.18,Positive
The Proposition ,"['Crime', 'Drama', 'Western']",2000000.0,1900725.0,7.4,aborigine|foreboding|gang|hideout|outlaw,0.0,Neutral
Courage ,"['Biography', 'Drama', 'Sport']",20000000.0,2246000.0,7.0,coach|football|football movie|football team|high school sweethearts,0.0,Neutral
Marci X ,"['Comedy', 'Music']",20000000.0,1646664.0,2.8,female protagonist|hip hop|jewish american princess|rapper|record label,0.0,Neutral
Equilibrium ,"['Action', 'Drama', 'Sci-Fi', 'Thriller']",20000000.0,1190018.0,7.5,cleric|dystopia|fascist|law|neo noir,0.0,Neutral
The Children of Huang Shi ,"['Drama', 'War']",40000000.0,1027749.0,7.1,british|communist|journalist|nurse|orphan,0.0,Neutral
The Yards ,"['Crime', 'Drama', 'Romance', 'Thriller']",24000000.0,882710.0,6.4,best friend|corruption|fall to death|female nudity|friend,1.0,Positive
The Oogieloves in the Big Balloon Adventure ,"['Adventure', 'Family', 'Fantasy', 'Musical']",20000000.0,1064277.0,6.7,balloon|birthday|box office flop|critically bashed,0.0,Neutral
By the Sea ,"['Drama', 'Romance']",10000000.0,531009.0,5.3,cheating wife|cigarette smoking|male in shower|male nudity|male rear nudity,0.0,Neutral
Steamboy ,"['Action', 'Adventure', 'Animation', 'Family', 'Sci-Fi', 'Thriller']",2127519898.0,410388.0,6.9,19th century|ball|boy|inventor|steam,0.0,Neutral
The Game of Their Lives ,"['Drama', 'History', 'Sport']",20000000.0,375474.0,6.2,1950s|brazil|soccer|soccer movie|world cup,0.0,Neutral
Rapa Nui ,"['Action', 'Adventure', 'Drama', 'History', 'Romance']",20000000.0,305070.0,6.4,easter island|location in title|statue|topless female nudity|two word title,0.0,Neutral
Les couloirs du temps: Les visiteurs II ,"['Comedy', 'Family', 'Fantasy', 'Sci-Fi']",140000000.0,146072.0,6.0,jewel|knight|magical potion|sequel|time travel comedy,0.0,Neutral
Dylan Dog: Dead of Night ,"['Action', 'Comedy', 'Crime', 'Fantasy', 'Horror', 'Mystery', 'Sci-Fi', 'Thriller']",20000000.0,1183354.0,5.1,close up of eyes|monster|quirkiness|supernatural|vomiting,0.0,Neutral
People I Know ,"['Crime', 'Drama', 'Mystery']",22000000.0,121972.0,5.5,actor|client|new york|protection|scandal,0.0,Neutral
The Tempest ,"['Comedy', 'Drama', 'Fantasy', 'Romance']",20000000.0,263365.0,5.4,banishment|sorcery|spirit|staff|storm at sea,0.0,Neutral
The Painted Veil ,"['Drama', 'Romance']",19400000.0,8047690.0,7.5,china|cholera|epidemic|love|marriage,0.0,Neutral
The Baader Meinhof Complex ,"['Action', 'Biography', 'Crime', 'Drama']",20000000.0,476270.0,7.4,bonn germany|failed kidnapping|handcuffs|projectile|terrorist,0.0,Neutral
Dances with Wolves ,"['Adventure', 'Drama', 'Western']",22000000.0,184208848.0,8.0,friendship|frontier|honor|outpost|soldier,0.0,Neutral
Bad Teacher ,['Comedy'],20000000.0,100292856.0,5.7,boob job|breast enlargement|breast surgery|cheating on a test|ejaculation,0.0,Neutral
Sea of Love ,"['Crime', 'Drama', 'Mystery', 'Thriller']",19000000.0,58571513.0,6.8,detective|love|single|suspect|title from song,0.0,Neutral
A Cinderella Story ,"['Comedy', 'Family', 'Romance']",20000000.0,51431160.0,5.9,cinderella story|correspondence|evil step mother|female protagonist|teenage girl,0.0,Neutral
Scream ,"['Horror', 'Mystery']",15000000.0,103001286.0,7.2,mask|mystery killer|slasher|teenage girl|telephone,0.0,Neutral
Thir13en Ghosts ,['Horror'],20000000.0,41867960.0,5.5,collector|ghost|ghost hunter|glass house|machine,0.0,Neutral
Back to the Future ,"['Adventure', 'Comedy', 'Sci-Fi']",19000000.0,210609762.0,8.5,clock tower|delorean|future|time travel|time travel comedy,0.0,Neutral
House on Haunted Hill ,"['Horror', 'Mystery', 'Thriller']",19000000.0,40846082.0,5.6,billionaire|corpse|eccentric|haunted hospital|haunted house,0.0,Neutral
I Can Do Bad All by Myself ,"['Comedy', 'Drama']",13000000.0,51697449.0,4.1,aunt|immigrant|looting|love|nightclub singer,0.0,Neutral
The Switch ,"['Comedy', 'Drama', 'Romance']",19000000.0,27758465.0,6.1,artificial insemination|best friend|new york city|sperm|sperm donor,-0.6,Negative
Just Married ,"['Comedy', 'Romance']",18000000.0,56127162.0,5.4,fall|honeymoon|love|marriage|newlywed,0.0,Neutral
The Devil's Double ,"['Biography', 'Drama', 'Thriller']",15000000.0,1357042.0,7.1,betrayal|debauchery|lust|palace|saddam hussein,0.0,Neutral
Thomas and the Magic Railroad ,"['Adventure', 'Comedy', 'Drama', 'Family', 'Fantasy']",19000000.0,15911333.0,3.6,locomotive|magic|mountain|railroad|steam locomotive,0.0,Neutral
The Crazies ,"['Horror', 'Thriller']",20000000.0,39103378.0,6.5,deputy|iowa|rural setting|sheriff|survival,0.0,Neutral
Spirited Away ,"['Adventure', 'Animation', 'Family', 'Fantasy']",19000000.0,10049886.0,8.6,anime|bathhouse|pig|spirit|work,0.0,Neutral
The Bounty ,"['Action', 'Adventure', 'Drama', 'History', 'Romance']",25000000.0,8600000.0,7.0,lieutenant|lifeboat|mutiny|sailing ship|ship,0.0,Neutral
The Book Thief ,"['Drama', 'War']",19000000.0,21483154.0,7.6,basement|book|girl|library|track,0.0,Neutral
Sex Drive ,"['Adventure', 'Comedy', 'Romance']",19000000.0,8396942.0,6.5,amish|friend|friendship|high school|virgin,0.0,Neutral
Leap Year ,"['Comedy', 'Romance']",19000000.0,12561.0,6.4,ireland|irish|journey|tradition|travel,0.0,Neutral
Take Me Home Tonight ,"['Comedy', 'Drama', 'Romance']",23000000.0,6923891.0,6.3,friend|night|party|sex scene|sister,0.0,Neutral
The Nutcracker ,"['Family', 'Fantasy', 'Music']",19000000.0,2119994.0,5.7,christmas|lifting female in air|lifting male in air|lifting someone into the air|little girl,0.0,Neutral
Kansas City ,"['Crime', 'Drama', 'Music', 'Thriller']",19000000.0,1292527.0,6.3,1930s|election|female frontal nudity|kansas city|politician,0.0,Neutral
The Amityville Horror ,"['Drama', 'Horror', 'Mystery', 'Thriller']",19000000.0,64255243.0,6.0,ghost|haunted house|murder|nightmare|priest,0.0,Neutral
Adaptation. ,"['Comedy', 'Drama']",19000000.0,22245861.0,7.7,book|orchid|screenwriter|thief|twin,0.0,Neutral
Land of the Dead ,['Horror'],15000000.0,20433940.0,6.2,apocalypse|mercenary|skyscraper|urban setting|zombie apocalypse,0.0,Neutral
Fear and Loathing in Las Vegas ,"['Adventure', 'Comedy', 'Drama']",18500000.0,10562387.0,7.7,american dream|convertible|drugs|journalist|lawyer,0.0,Neutral
The Invention of Lying ,"['Comedy', 'Fantasy', 'Romance']",18500000.0,18439082.0,6.4,genetics|heaven|lie|screenwriter|truth,0.0,Neutral
Neighbors ,['Comedy'],18000000.0,150056505.0,6.4,broken leg|friendship|jewish|topless female nudity|urination,-0.2,Negative
The Mask ,"['Action', 'Comedy', 'Crime', 'Fantasy']",18000000.0,119938730.0,6.9,bank|bank clerk|gangster|loki|mask,0.0,Neutral
Big ,"['Comedy', 'Drama', 'Family', 'Fantasy', 'Romance']",18000000.0,114968774.0,7.3,friend|job|new york city|toy|wish,0.0,Neutral
Borat: Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan ,['Comedy'],18000000.0,128505958.0,7.3,california|city|kazakhstan|travel|tv reporter,0.0,Neutral
Legally Blonde ,"['Comedy', 'Romance']",18000000.0,95001351.0,6.2,blonde|harvard|law|law school|sorority,0.0,Neutral
Star Trek III: The Search for Spock ,"['Action', 'Adventure', 'Sci-Fi']",17000000.0,76400000.0,6.6,dying planet|planet|regaining one's memory|sacrifice|stabbed to death,0.0,Neutral
The Exorcism of Emily Rose ,"['Drama', 'Horror', 'Thriller']",20000000.0,75072454.0,6.7,death|demonic possession|exorcism|lawyer|priest,0.0,Neutral
Deuce Bigalow: Male Gigolo ,"['Comedy', 'Romance']",17000000.0,65535067.0,5.7,aquarium|fish|fish tank|gigolo|norwegian,0.0,Neutral
Left Behind ,"['Action', 'Drama', 'Fantasy', 'Mystery', 'Thriller']",16000000.0,13998282.0,3.1,bible quote|chaos|faith|riot|shrine,0.0,Neutral
The Family Stone ,"['Comedy', 'Drama', 'Romance']",17000000.0,6061759.0,6.3,christmas|cruelty|ring|secret|tension,0.0,Neutral
Barbershop 2: Back in Business ,"['Comedy', 'Drama']",18000000.0,64955956.0,5.7,barbecue|barbershop|blaxploitation|marriage|politics,0.0,Neutral
Bad Santa ,"['Comedy', 'Crime', 'Drama']",18000000.0,60057639.0,7.1,bartender|christmas|christmas eve|department store|drink,0.0,Neutral
Austin Powers: International Man of Mystery ,"['Comedy', 'Crime']",17000000.0,53868030.0,7.0,cartoon on tv|reference to frankenstein|reference to jimi hendrix|scene during end credits|surrealism,0.0,Neutral
My Big Fat Greek Wedding 2 ,"['Comedy', 'Family', 'Romance']",18000000.0,59573085.0,6.1,family restaurant|greek|remarriage|suburb|wedding,0.0,Neutral
Diary of a Wimpy Kid: Rodrick Rules ,"['Comedy', 'Family']",21000000.0,52691009.0,6.6,brother|middle school|no opening credits|photograph|school,0.0,Neutral
Predator ,"['Action', 'Horror', 'Sci-Fi']",15000000.0,59735548.0,7.8,box office hit|commando|death of friend|jungle|severed arm,0.0,Neutral
Amadeus ,"['Biography', 'Drama', 'History', 'Music']",18000000.0,51600000.0,8.3,1800s|classical composer|composer|first person narration|opera,0.0,Neutral
Prom Night ,"['Horror', 'Mystery']",20000000.0,43818159.0,3.9,friend|hotel|killer|murder|prom,0.0,Neutral
Mean Girls ,['Comedy'],17000000.0,86049418.0,7.0,bully|clique|high school|high school girl|secret,0.0,Neutral
Under the Tuscan Sun ,"['Comedy', 'Drama', 'Romance']",18000000.0,43601508.0,6.7,author|book|vacation|villa|writer,0.0,Neutral
Gosford Park ,"['Drama', 'Mystery']",19800000.0,41300105.0,7.3,country house|murder|producer|servant|shooting party,0.0,Neutral
Peggy Sue Got Married ,"['Comedy', 'Drama', 'Fantasy', 'Romance']",18000000.0,41382841.0,6.3,alternate history|alternate timeline|divorce|high school|reunion,0.0,Neutral
Birdman or (The Unexpected Virtue of Ignorance) ,"['Comedy', 'Drama', 'Romance']",18000000.0,42335698.0,7.8,actor|artist|broadway play|replacement|stage,0.0,Neutral
